time,value
135, 5.453110080186673
136, 5.485545265471913
137, 5.517811144239974
138, 5.549906720632963
139, 5.581831004049217
140, 5.613583009173882
141, 5.64516175600932
142, 5.676566269905356
143, 5.707795581589366
144, 5.738848727196182
145, 5.76972474829785
146, 5.800422691933207
147, 5.830941610637293
148, 5.861280562470596
149, 5.891438611048121
150, 5.921414825568297
151, 5.951208280841693
152, 5.9808180573195875
153, 6.010243241122342
154, 6.039482924067605
155, 6.068536203698349
156, 6.0974021833107175
157, 6.1260799719817065
158, 6.154568684596658
159, 6.18286744187658
160, 6.210975370405284
161, 6.238891602656343
162, 6.266615277019867
163, 6.2941455378290945
164, 6.321481535386805
165, 6.348622425991536
166, 6.375567371963638
167, 6.402315541671112
168, 6.4288661095552895
169, 6.455218256156305
170, 6.481371168138394
171, 6.50732403831499
172, 6.533076065673642
173, 6.558626455400735
174, 6.583974418906021
175, 6.6091191738469615
176, 6.634059944152868
177, 6.658795960048858
178, 6.683326458079616
179, 6.707650681132952
180, 6.731767878463172
181, 6.755677305714248
182, 6.779378224942793
183, 6.8028699046408345
184, 6.826151619758396
185, 6.849222651725871
186, 6.872082288476204
187, 6.894729824466863
188, 6.917164560701623
189, 6.939385804752136
190, 6.961392870779297
191, 6.9831850795544215
192, 7.004761758480204
193, 7.026122241611476
194, 7.047265869675762
195, 7.068191990093628
196, 7.088899956998821
197, 7.109389131258205
198, 7.129658880491483
199, 7.149708579090721
200, 7.169537608239651
201, 7.1891453559327765
202, 7.208531216994254
203, 7.22769459309658
204, 7.246634892779049
205, 7.265351531466014
206, 7.283843931484927
207, 7.302111522084168
208, 7.320153739450665
209, 7.337970026727288
210, 7.355559834030041
211, 7.372922618465034
212, 7.390057844145237
213, 7.406964982207019
214, 7.423643510826475
215, 7.4400929152355255
216, 7.45631268773781
217, 7.472302327724355
218, 7.488061341689021
219, 7.50358924324374
220, 7.518885553133524
221, 7.533949799251255
222, 7.548781516652265
223, 7.563380247568673
224, 7.577745541423523
225, 7.59187695484469
226, 7.6057740516785595
227, 7.619436403003493
228, 7.632863587143065
229, 7.646055189679078
230, 7.659010803464353
231, 7.671730028635296
232, 7.684212472624237
233, 7.69645775017155
234, 7.708465483337544
235, 7.720235301514122
236, 7.731766841436226
237, 7.743059747193045
238, 7.754113670239002
239, 7.76492826940451
240, 7.775503210906502
241, 7.785838168358735
242, 7.795932822781861
243, 7.805786862613273
244, 7.815399983716721
245, 7.8247718893917
246, 7.833902290382605
247, 7.8427909048876625
248, 7.8514374585676245
249, 7.859841684554235
250, 7.868003323458471
251, 7.875922123378546
252, 7.883597839907681
253, 7.891030236141657
254, 7.8982190826861185
255, 7.905164157663654
256, 7.911865246720651
257, 7.918322143033904
258, 7.924534647317002
259, 7.930502567826481
260, 7.936225720367735
261, 7.941703928300708
262, 7.946937022545344
263, 7.951924841586804
264, 7.956667231480451
265, 7.961164045856605
266, 7.965415145925053
267, 7.969420400479342
268, 7.973179685900821
269, 7.9766928861624615
270, 7.979959892832436
271, 7.982980605077463
272, 7.985754929665925
273, 7.988282780970739
274, 7.990564080972002
275, 7.992598759259405
276, 7.994386753034394
277, 7.995928007112119
278, 7.997222473923132
279, 7.998270113514856
280, 7.999070893552819
281, 7.999624789321651
282, 7.999931783725849
283, 7.9999918672903
284, 7.999805038160577
285, 7.999371302102999
286, 7.998690672504444
287, 7.997763170371947
288, 7.996588824332041
289, 7.995167670629883
290, 7.993499753128128
291, 7.991585123305578
292, 7.989423840255594
293, 7.987015970684274
294, 7.984361588908386
295, 7.981460776853083
296, 7.978313624049373
297, 7.974920227631351
298, 7.971280692333204
299, 7.96739513048598
300, 7.9632636620141195
301, 7.9588864144317535
302, 7.954263522838768
303, 7.949395129916635
304, 7.944281385924009
305, 7.93892244869209
306, 7.933318483619749
307, 7.927469663668425
308, 7.92137616935679
309, 7.9150381887551715
310, 7.908455917479751
311, 7.901629558686528
312, 7.894559323065046
313, 7.887245428831892
314, 7.879688101723963
315, 7.871887574991495
316, 7.863844089390867
317, 7.855557893177169
318, 7.847029242096539
319, 7.838258399378273
320, 7.829245635726696
321, 7.81999122931281
322, 7.810495465765709
323, 7.80075863816376
324, 7.790781047025561
325, 7.780563000300664
326, 7.77010481336007
327, 7.759406808986495
328, 7.748469317364412
329, 7.737292676069854
330, 7.725877230059998
331, 7.714223331662519
332, 7.7023313405647125
333, 7.690201623802399
334, 7.677834555748588
335, 7.665230518101931
336, 7.652389899874933
337, 7.639313097381953
338, 7.626000514226967
339, 7.612452561291117
340, 7.59866965672002
341, 7.584652225910873
342, 7.570400701499316
343, 7.555915523346083
344, 7.5411971385234216
345, 7.526246001301303
346, 7.51106257313339
347, 7.495647322642807
348, 7.480000725607662
349, 7.4641232649463785
350, 7.448015430702776
351, 7.4316777200309545
352, 7.415110637179946
353, 7.398314693478153
354, 7.381290407317566
355, 7.3640383041377655
356, 7.346558916409702
357, 7.328852783619262
358, 7.310920452250622
359, 7.292762475769376
360, 7.274379414605454
361, 7.255771836135827
362, 7.236940314666998
363, 7.217885431417269
364, 7.198607774498808
365, 7.179107938899495
366, 7.159386526464561
367, 7.139444145878009
368, 7.11928141264383
369, 7.098898949067004
370, 7.078297384234295
371, 7.057477353994835
372, 7.036439500940494
373, 7.015184474386059
374, 6.993712930349178
375, 6.972025531530123
376, 6.950122947291335
377, 6.928005853636759
378, 6.90567493319099
379, 6.8831308751781926
380, 6.860374375400837
381, 6.837406136218222
382, 6.814226866524795
383, 6.790837281728273
384, 6.767238103727567
385, 6.743430060890494
386, 6.7194138880312995
387, 6.695190326387982
388, 6.670760123599409
389, 6.646124033682247
390, 6.6212828170076845
391, 6.5962372402779685
392, 6.570988076502738
393, 6.5455361049751675
394, 6.51988211124791
395, 6.494026887108864
396, 6.467971230556721
397, 6.441715945776341
398, 6.415261843113936
399, 6.3886097390520575
400, 6.361760456184393
401, 6.334714823190381
402, 6.307473674809634
403, 6.280037851816174
404, 6.252408200992484
405, 6.22458557510337
406, 6.196570832869646
407, 6.168364838941625
408, 6.139968463872437
409, 6.111382584091157
410, 6.082608081875755
411, 6.053645845325868
412, 6.0244967683353865
413, 5.995161750564867
414, 5.965641697413762
415, 5.935937519992482
416, 5.906050135094268
417, 5.8759804651668945
418, 5.845729438284214
419, 5.815297988117489
420, 5.784687053906596
421, 5.7538975804310235
422, 5.722930517980718
423, 5.691786822326755
424, 5.660467454691836
425, 5.628973381720623
426, 5.597305575449908
427, 5.565465013278602
428, 5.5334526779375794
429, 5.501269557459341
430, 5.468916645147518
431, 5.4363949395462186
432, 5.403705444409208
433, 5.370849168668926
434, 5.337827126405347
435, 5.304640336814688
436, 5.271289824177942
437, 5.237776617829272
438, 5.204101752124238
439, 5.170266266407871
440, 5.136271204982605
441, 5.102117617076029
442, 5.067806556808517
443, 5.033339083160684
444, 4.9987162599407124
445, 4.963939155751508
446, 4.92900884395772
447, 4.893926402652623
448, 4.858692914624827
449, 4.82330946732487
450, 4.7877771528316515
451, 4.752097067818723
452, 4.716270313520444
453, 4.680297995697992
454, 4.644181224605234
455, 4.60792111495446
456, 4.571518785881979
457, 4.534975360913576
458, 4.498291967929837
459, 4.461469739131336
460, 4.424509811003695
461, 4.387413324282501
462, 4.3501814239181
463, 4.312815259040271
464, 4.275315982922737
465, 4.237684752947588
466, 4.199922730569551
467, 4.162031081280145
468, 4.124010974571713
469, 4.08586358390132
470, 4.047590086654537
471, 4.009191664109106
472, 3.9706695013984774
473, 3.9320247874752323
474, 3.8932587150743863
475, 3.854372480676579
476, 3.8153672844711424
477, 3.776244330319061
478, 3.737004825715814
479, 3.697649981754108
480, 3.658181013086496
481, 3.6185991378878897
482, 3.578905577817963
483, 3.539101557983443
484, 3.499188306900297
485, 3.4591670564558292
486, 3.4190390418706382
487, 3.378805501660507
488, 3.338467677598175
489, 3.2980268146750085
490, 3.25748416106258
491, 3.21684096807414
492, 3.176098490125999
493, 3.13525798469881
494, 3.0943207122987575
495, 3.053287936418654
496, 3.012160923498941
497, 2.970940942888606
498, 2.9296292668059993
499, 2.888227170299573
500, 2.8467359312085256
501, 2.8051568301233614
502, 2.7634911503463697
503, 2.7217401778520136
504, 2.679905201247241
505, 2.637987511731712
506, 2.5959884030579485
507, 2.5539091714914
508, 2.5117511157704473
509, 2.4695155370663
510, 2.4272037389428487
511, 2.38481702731643
512, 2.34235671041552
513, 2.299824098740355
514, 2.257220505022488
515, 2.2145472441842684
516, 2.1718056332982605
517, 2.1289969915465927
518, 2.0861226401802417
519, 2.0431839024782534
520, 2.0001821037069014
521, 1.9571185710787837
522, 1.9139946337118594
523, 1.870811622588426
524, 1.8275708705140405
525, 1.7842737120763845
526, 1.7409214836040712
527, 1.6975155231254018
528, 1.654057170327069
529, 1.6105477665128047
530, 1.566988654561996
531, 1.5233811788882163
532, 1.4797266853977478
533, 1.4360265214480346
534, 1.3922820358061
535, 1.3484945786069178
536, 1.3046655013117396
537, 1.2607961566663857
538, 1.2168878986594922
539, 1.1729420824807222
540, 1.1289600644789377
541, 1.0849432021203393
542, 1.0408928539465672
543, 0.9968103795327715
544, 0.9526971394456512
545, 0.9085544952014599
546, 0.8643838092239852
547, 0.8201864448024976
548, 0.7759637660496744
549, 0.7317171378594975
550, 0.6874479258651272
551, 0.6431574963967523
552, 0.5988472164394176
553, 0.5545184535908458
554, 0.5101725760192073
555, 0.46581095242090687
556, 0.42143495197833636
557, 0.3770459443176164
558, 0.33264529946632393
559, 0.2882343878112074
560, 0.2438145800558913
561, 0.19938724717857018
562, 0.154953760389695
563, 0.1105154910896517
564, 0.06607381082643425
565, 0.021630091253313007
566, -0.022814295913500232
567, -0.06725797893718895
568, -0.11169958610266935
569, -0.15613774575892725
570, -0.2005710863613527
571, -0.2449982365140717
572, -0.2894178250122729
573, -0.33382848088452893
574, -0.37822883343511343
575, -0.4226175122862923
576, -0.4669931474206407
577, -0.5113543692233129
578, -0.5556998085243181
579, -0.6000280966407783
580, -0.6443378654191718
581, -0.68862774727756
582, -0.7328963752477964
583, -0.7771423830177171
584, -0.8213644049733108
585, -0.865561076240867
586, -0.909731032729102
587, -0.9538729111712604
588, -0.9979853491671903
589, -1.0420669852253939
590, -1.0861164588050476
591, -1.1301324103579946
592, -1.1741134813707057
593, -1.218058314406209
594, -1.2619655531459857
595, -1.3058338424318316
596, -1.3496618283076836
597, -1.3934481580614104
598, -1.4371914802665509
599, -1.4808904448240434
600, -1.524543703003883
601, -1.5681499074867518
602, -1.6117077124056025
603, -1.655215773387198
604, -1.6986727475936036
605, -1.7420772937636333
606, -1.785428072254246
607, -1.828723745081892
608, -1.8719629759638103
609, -1.9151444303592704
610, -1.958266775510762
611, -2.0013286804851296
612, -2.04432881621465
613, -2.087265855538054
614, -2.130138473241487
615, -2.172945346099411
616, -2.215685152915444
617, -2.2583565745631398
618, -2.300958294026698
619, -2.3434889964416206
620, -2.385947369135275
621, -2.4283321016674346
622, -2.470641885870706
623, -2.5128754158909117
624, -2.5550313882273907
625, -2.5971085017732323
626, -2.6391054578554325
627, -2.6810209602749775
628, -2.7228537153468477
629, -2.7646024319399487
630, -2.8062658215169587
631, -2.8478425981740996
632, -2.889331478680824
633, -2.930731182519423
634, -2.9720404319245453
635, -3.013257951922637
636, -3.0543824703712907
637, -3.0954127179985105
638, -3.136347428441886
639, -3.1771853382876785
640, -3.2179251871098122
641, -3.2585657175087803
642, -3.2991056751504546
643, -3.339543808804786
644, -3.3798788703844433
645, -3.4201096149833194
646, -3.460234800914961
647, -3.500253189750888
648, -3.5401635463588197
649, -3.5799646389407944
650, -3.619655239071188
651, -3.659234121734629
652, -3.6987000653638065
653, -3.7380518518771737
654, -3.777288266716542
655, -3.816408098884569
656, -3.8554101409821318
657, -3.894293189245595
658, -3.933056043583964
659, -3.971697507615922
660, -4.010216388706758
661, -4.048611498005175
662, -4.086881650479983
663, -4.125025664956675
664, -4.163042364153885
665, -4.2009305747197105
666, -4.238689127267947
667, -4.2763168564141685
668, -4.313812600811696
669, -4.351175203187445
670, -4.388403510377642
671, -4.425496373363415
672, -4.462452647306257
673, -4.4992711915833645
674, -4.535950869822837
675, -4.57249054993875
676, -4.608889104166101
677, -4.645145409095611
678, -4.681258345708401
679, -4.71722679941053
680, -4.753049660067392
681, -4.788725822037984
682, -4.8242541842090265
683, -4.859633650028954
684, -4.894863127541751
685, -4.929941529420664
686, -4.964867773001751
687, -4.999640780317307
688, -5.034259478129121
689, -5.068722797961615
690, -5.103029676134815
691, -5.13717905379718
692, -5.171169876958281
693, -5.205001096521339
694, -5.238671668315595
695, -5.272180553128542
696, -5.305526716738002
697, -5.33870912994404
698, -5.371726768600736
699, -5.404578613647788
700, -5.437263651141969
701, -5.469780872288422
702, -5.50212927347179
703, -5.534307856287198
704, -5.566315627571063
705, -5.598151599431752
706, -5.629814789280067
707, -5.661304219859575
708, -5.6926189192767715
709, -5.723757921031076
710, -5.754720264044655
711, -5.785504992692097
712, -5.8161111568299
713, -5.846537811825799
714, -5.8767840185879185
715, -5.906848843593759
716, -5.936731358919011
717, -5.9664306422661895
718, -5.995945776993105
719, -6.025275852141152
720, -6.054419962463426
721, -6.083377208452663
722, -6.112146696369
723, -6.140727538267565
724, -6.169118852025876
725, -6.19731976137107
726, -6.225329395906951
727, -6.253146891140847
728, -6.2807713885103
729, -6.30820203540956
730, -6.335437985215899
731, -6.362478397315744
732, -6.389322437130623
733, -6.415969276142918
734, -6.442418091921442
735, -6.468668068146821
736, -6.494718394636685
737, -6.520568267370681
738, -6.546216888515282
739, -6.571663466448416
740, -6.596907215783895
741, -6.621947357395656
742, -6.64678311844181
743, -6.671413732388498
744, -6.695838439033533
745, -6.720056484529889
746, -6.744067121408946
747, -6.767869608603572
748, -6.791463211470989
749, -6.814847201815453
750, -6.83802085791072
751, -6.860983464522332
752, -6.883734312929686
753, -6.906272700947907
754, -6.928597932949527
755, -6.950709319885946
756, -6.9726061793087055
757, -6.994287835390549
758, -7.015753618946282
759, -7.037002867453424
760, -7.05803492507266
761, -7.078849142668077
762, -7.099444877827206
763, -7.119821494880841
764, -7.139978364922668
765, -7.159914865828668
766, -7.179630382276321
767, -7.1991243057636
768, -7.218396034627744
769, -7.2374449740638385
770, -7.256270536143166
771, -7.274872139831355
772, -7.29324921100631
773, -7.311401182475935
774, -7.329327493995639
775, -7.347027592285626
776, -7.364500931047969
777, -7.381746970983477
778, -7.398765179808337
779, -7.4155550322705395
780, -7.432116010166095
781, -7.448447602355026
782, -7.46454930477714
783, -7.4804206204675925
784, -7.496061059572219
785, -7.511470139362662
786, -7.52664738425126
787, -7.541592325805733
788, -7.556304502763644
789, -7.570783461046619
790, -7.585028753774381
791, -7.599039941278534
792, -7.612816591116129
793, -7.626358278083019
794, -7.639664584226977
795, -7.652735098860599
796, -7.665569418573976
797, -7.678167147247149
798, -7.690527896062331
799, -7.7026512835159116
800, -7.714536935430226
801, -7.726184484965111
802, -7.73759357262922
803, -7.7487638462911255
804, -7.7596949611901795
805, -7.770386579947162
806, -7.780838372574686
807, -7.791050016487391
808, -7.801021196511893
809, -7.810751604896513
810, -7.820240941320776
811, -7.829488912904684
812, -7.8384952342177465
813, -7.8472596272878
814, -7.855781821609582
815, -7.864061554153078
816, -7.872098569371645
817, -7.8798926192098975
818, -7.887443463111359
819, -7.894750868025892
820, -7.901814608416887
821, -7.908634466268227
822, -7.915210231091013
823, -7.921541699930062
824, -7.927628677370173
825, -7.9334709755421535
826, -7.939068414128624
827, -7.944420820369577
828, -7.949528029067715
829, -7.954389882593546
830, -7.959006230890248
831, -7.9633769314783
832, -7.967501849459885
833, -7.971380857523046
834, -7.97501383594562
835, -7.978400672598931
836, -7.981541262951254
837, -7.984435510071036
838, -7.987083324629891
839, -7.98948462490536
840, -7.991639336783426
841, -7.993547393760808
842, -7.99520873694701
843, -7.996623315066139
844, -7.9977910844584885
845, -7.998712009081887
846, -7.999386060512807
847, -7.9998132179472465
848, -7.999993468201367
849, -7.999926805711905
850, -7.999613232536338
851, -7.999052758352825
852, -7.9982454004599095
853, -7.997191183775979
854, -7.995890140838503
855, -7.994342311803024
856, -7.99254774444192
857, -7.99050649414293
858, -7.988218623907445
859, -7.985684204348561
860, -7.9829033136889045
861, -7.9798760377582125
862, -7.976602469990686
863, -7.9730827114221094
864, -7.9693168706867255
865, -7.965305064013888
866, -7.961047415224472
867, -7.956544055727053
868, -7.951795124513851
869, -7.946800768156439
870, -7.941561140801222
871, -7.936076404164679
872, -7.9303467275283674
873, -7.924372287733706
874, -7.918153269176509
875, -7.9116898638013
876, -7.9049822710953865
877, -7.898030698082703
878, -7.890835359317418
879, -7.883396476877319
880, -7.875714280356954
881, -7.867789006860541
882, -7.85962090099466
883, -7.851210214860694
884, -7.842557208047054
885, -7.833662147621164
886, -7.8245253081212205
887, -7.815146971547717
888, -7.805527427354743
889, -7.795666972441046
890, -7.7855659111408695
891, -7.7752245552145665
892, -7.7646432238389655
893, -7.753822243597529
894, -7.74276194847027
895, -7.731462679823443
896, -7.7199247863990115
897, -7.708148624303882
898, -7.696134556998911
899, -7.683882955287692
900, -7.671394197305108
901, -7.65866866850566
902, -7.6457067616515735
903, -7.632508876800673
904, -7.619075421294035
905, -7.6054068097434175
906, -7.591503464018462
907, -7.577365813233675
908, -7.562994293735181
909, -7.548389349087253
910, -7.53355143005863
911, -7.5184809946085975
912, -7.503178507872857
913, -7.487644442149166
914, -7.471879276882763
915, -7.455883498651574
916, -7.439657601151187
917, -7.423202085179619
918, -7.40651745862186
919, -7.389604236434194
920, -7.372462940628311
921, -7.3550941002551875
922, -7.337498251388767
923, -7.319675937109404
924, -7.301627707487118
925, -7.2833541195645966
926, -7.264855737340018
927, -7.246133131749636
928, -7.227186880650161
929, -7.208017568800926
930, -7.1886257878458375
931, -7.1690121362951125
932, -7.149177219506811
933, -7.129121649668147
934, -7.108846045776598
935, -7.088351033620799
936, -7.067637245761225
937, -7.046705321510673
938, -7.025555906914526
939, -7.004189654730815
940, -6.98260722441007
941, -6.9608092820749725
942, -6.938796500499789
943, -6.916569559089611
944, -6.894129143859384
945, -6.871475947412736
946, -6.848610668920598
947, -6.825534014099626
948, -6.802246695190422
949, -6.778749430935547
950, -6.755042946557342
951, -6.731127973735543
952, -6.707005250584693
953, -6.682675521631373
954, -6.65813953779121
955, -6.633398056345708
956, -6.6084518409188755
957, -6.583301661453651
958, -6.557948294188145
959, -6.53239252163168
960, -6.50663513254064
961, -6.480676921894126
962, -6.454518690869417
963, -6.428161246817247
964, -6.401605403236881
965, -6.374851979751016
966, -6.347901802080473
967, -6.320755702018721
968, -6.293414517406194
969, -6.265879092104454
970, -6.238150275970115
971, -6.210228924828637
972, -6.182115900447897
973, -6.153812070511603
974, -6.125318308592506
975, -6.096635494125441
976, -6.067764512380181
977, -6.038706254434119
978, -6.009461617144759
979, -5.980031503122045
980, -5.950416820700491
981, -5.920618483911155
982, -5.890637412453423
983, -5.860474531666629
984, -5.830130772501487
985, -5.799607071491366
986, -5.76890437072338
987, -5.738023617809313
988, -5.706965765856372
989, -5.675731773437769
990, -5.644322604563135
991, -5.6127392286487705
992, -5.58098262048772
993, -5.5490537602196905
994, -5.5169536333007985
995, -5.484683230473152
996, -5.452243547734277
997, -5.419635586306375
998, -5.38686035260542
999, -5.353918858210096
